step,raw_bacc,ema_bacc
0,33.33333333333333,33.33333333333333
1,33.33333333333333,33.33333333333333
2,33.33333333333333,33.33333333333333
3,33.33333333333333,33.33333333333333
4,33.33333333333333,33.33333333333333
5,33.33333333333333,33.33333333333333
6,33.33333333333333,33.33333333333333
7,33.33333333333333,33.33333333333333
8,33.33333333333333,33.33333333333333
9,33.33333333333333,33.33333333333333
10,33.33333333333333,33.33333333333333
11,33.33333333333333,33.33333333333333
12,33.33333333333333,33.33333333333333
13,33.33333333333333,33.33333333333333
14,33.33333333333333,33.33333333333333
15,33.33333333333333,33.33333333333333
16,33.33333333333333,33.33333333333333
17,33.33333333333333,33.33333333333333
18,33.33333333333333,33.33333333333333
19,33.33333333333333,33.33333333333333
20,33.33333333333333,33.33333333333333
21,33.33333333333333,33.33333333333333
22,33.33333333333333,33.33333333333333
23,33.33333333333333,33.33333333333333
24,33.33333333333333,33.33333333333333
25,33.33333333333333,33.33333333333333
26,33.33333333333333,33.33333333333333
27,33.33333333333333,33.33333333333333
28,33.33333333333333,33.33333333333333
29,33.33333333333333,33.33333333333333
30,33.33333333333333,33.33333333333333
31,33.33333333333333,33.33333333333333
32,33.33333333333333,33.33333333333333
33,33.33333333333333,33.33333333333333
34,33.33333333333333,33.33333333333333
35,33.33333333333333,33.33333333333333
36,33.33333333333333,33.33333333333333
37,40.05282543375012,33.33333333333333
38,35.08771929824561,33.33333333333333
39,39.868663371135014,33.33333333333333
40,37.97373267422701,34.64912280701755
41,39.10536008529611,34.64912280701755
42,42.06164582727537,35.52631578947369
43,39.289522147911214,36.65794320054279
44,45.8248521857129,37.7895706116119
45,33.33333333333333,39.10536008529611
46,41.73693903266453,40.421149558980325
47,42.42996995250558,41.29834254143647
48,43.561597363574684,42.17553552389261
49,44.368517980032955,42.614132015120674
50,42.17553552389261,43.05272850634874
51,41.991373461277504,42.17553552389261
52,46.40399340893671,41.73693903266453
53,47.28118639139285,40.421149558980325
54,47.351458757390716,40.421149558980325
55,45.96539691770864,42.86856644373365
56,41.92110109527964,42.86856644373365
57,51.62353397305418,43.12300087234661
58,52.9393234467384,44.87738683725889
59,45.86846951633227,46.1931763109431
60,48.640593195696425,46.81593486478627
61,51.92158573228652,47.693127847242415
62,49.51778617815257,48.57032082969856
63,53.404574973344964,49.19307938354173
64,51.298827178443354,49.19307938354173
65,43.23689056896385,49.88611030338277
66,52.219637491518846,49.88611030338277
67,60.211301735000475,50.32470679461084
68,59.61411601739424,50.763303285838916
69,51.55109720877316,51.201899777066984
70,58.68469516332267,51.52552437253624
71,56.99222981016345,51.456334205679944
72,54.64576328446499,52.14936512552099
73,52.70613305779602,52.35801782523143
74,62.31911982391208,53.48964523630054
75,55.33343026073471,52.17385576261632
76,54.226293486760945,52.91158621221831
77,55.80296353177101,53.35018270344638
78,53.767488102867254,54.43602838561296
79,55.36328484140136,53.44386350739801
80,51.640496268295045,53.90695063572141
81,56.400149249377264,54.78414361817756
82,50.69303091984104,55.08327757655147
83,61.183210668413246,54.6446810853234
84,49.794546845577706,53.882459998626075
85,63.491165020312415,54.52970918956459
