step,MeanTotalloss,MeanLabeledCEloss,MeanViewRegularizationLoss
0,1.0891970242063205,1.0891970242063205,2.2657455805275175
1,1.1050912941495576,1.047672435392936,2.2967543913258446
2,1.1528734202186266,1.0386186154352295,2.285096179280016
3,1.2028630557987425,1.0352595872349208,2.23471294724279
4,1.2511999438206354,1.0319188349776798,2.1928111342920196
5,1.3001929468578763,1.0313544328014055,2.1507080831461485
6,1.3444097828533914,1.0273951461745634,2.113430975046423
7,1.389002162218094,1.0272881080706915,2.0669374234146543
8,1.427508323556847,1.0243653087152376,2.0157151305013232
9,1.4682175382971763,1.020374787516064,1.9904121572772662
10,1.5027267497446801,1.012616315566831,1.960441699127356
11,1.5306325011783175,1.00707067673405,1.903861176636484
12,1.5698786425921651,1.008629512704081,1.8708304681711727
13,1.5865331234203444,0.9906943270315727,1.8333502112163438
14,1.650491790804598,1.0141186153723134,1.818209059867594
15,1.6620587641994158,0.9978007044229242,1.7713547423481941
16,1.6993671998381614,1.007833130036791,1.7288352130187883
17,1.6979621882239977,0.9976305166052447,1.6478391990065575
18,1.7289510188831223,0.9945033749772443,1.6321058240201738
19,1.723212007019255,0.9709712144401338,1.5836648486554623
20,1.7563253911005126,0.9935238097276953,1.5256031369169554
21,1.7479864526126119,0.9698676531927453,1.482131093657679
22,1.7560883434282408,0.9660865705046389,1.4363668681846724
23,1.755492424633768,0.9500675768901904,1.4007388417091635
24,1.8144603875776133,0.9729955299446981,1.4024414663927423
25,1.7925678688618871,0.9368948253492514,1.3690768755972385
26,1.7956028423375554,0.9692259912689527,1.2713490461930632
27,1.7995206207036971,0.9299586376485726,1.2882399300734202
28,1.8071117010381488,0.9343099872064259,1.2468595770084197
29,1.8386670421395037,0.9300185978619588,1.2533082322114044
30,1.8364625210563341,0.9283311805998286,1.2108417364458244
31,1.842211618522803,0.9316988033966885,1.1748552378680972
32,1.8526058150662317,0.91439367856106,1.1727652027375168
33,1.8285896140668128,0.9094835829196705,1.1140678765873113
34,1.8749662246141168,0.9096844892638425,1.1356255512684583
35,1.887793277700742,0.9192995659179157,1.1068499837484624
36,1.8710886099272304,0.8963150368796454,1.0830816969275474
37,1.9105062411063247,0.8938206263714367,1.0991195681608386
38,1.9120690250562298,0.9021529339667823,1.0630695863316457
39,1.9169740507172213,0.8990393128970431,1.0440356694575814
40,1.883434959087107,0.8768227576381631,1.0066121853267154
41,1.9142774043811692,0.8662489015014014,1.0224668422506915
42,1.993313601281908,0.8826710016052756,1.0577548926903142
43,2.0075161592827904,0.8650912346111403,1.0627208310903775
44,1.9679415294693576,0.8719204922724101,0.9963827649338378
45,1.9777057703998353,0.8782288943003449,0.9773128029372957
46,1.9542741490734947,0.8443767053799497,0.9651281923055649
47,1.9335035726428031,0.8501568802580651,0.9219971832715803
48,2.0276731855339474,0.8535291664974971,0.9784533710529407
49,2.046534461941984,0.8620679256144084,0.9669114387697644
50,1.970544590552648,0.8314778118446056,0.9112534183594916
51,2.2619641253517733,0.9360247400485807,1.0399524793442754
52,2.2190688683754867,0.9209988689153559,0.9985154215246439
53,2.267537639124526,0.8954585787012346,1.035531423985958
54,2.226130353576607,0.88829520492711,0.9909889595790042
55,2.182174183511072,0.8710913627615405,0.9535147601531612
56,2.282888263463974,0.8885741375334975,0.995938656023807
57,2.185177229096492,0.8700085355926098,0.9229254036520919
58,2.256009738643964,0.8485205725094096,0.9706822147799863
59,2.2521699651247924,0.8694795349108365,0.9374172810051177
60,2.2195461047192415,0.8704253289538125,0.8994138179139959
61,2.2229092944827347,0.8805010850127373,0.8802676592436102
62,2.218738236443864,0.8453828165385251,0.8860357417828507
63,2.199619161337614,0.8383471134985383,0.8642997240440713
64,2.238687447624074,0.8546471769805066,0.8650251912987894
65,2.2042992843521967,0.8316413239006781,0.8447126239745153
66,2.1551021258036296,0.8242119250146465,0.8066000943279101
67,2.186983179383808,0.827936994853533,0.8113708296169837
68,2.1895525061421925,0.8134828813943185,0.8094527066167858
69,2.254194605598847,0.8317114758408732,0.8246279041179352
70,2.1844465019802253,0.8143034698959026,0.7829388912767172
71,2.206052008974883,0.7617242697885053,0.8137057962516944
72,2.2064862290190326,0.8349668042579045,0.7619552017706964
73,2.1748754061758517,0.7956037067859951,0.7557652979468306
74,2.201483278059297,0.7519300492855513,0.7835422780157791
75,2.161248391949468,0.7790532929879899,0.7371707179169688
76,2.127792776417401,0.8113607557222066,0.6928589660053451
77,2.1151339104606044,0.7686436543318753,0.6994754735380411
78,2.2256988542775313,0.7491092130787567,0.7572254857876235
79,2.1763693160480924,0.7656525379454251,0.7142869533763991
80,2.1258346507118806,0.7479070004004623,0.6889638167081608
81,2.152169864707523,0.7565249084921865,0.6892073861219816
82,2.178381604784065,0.7341047168106848,0.7045253158236543
83,2.1570931798881956,0.7302738347766636,0.6876237967155046
84,2.2036750568283927,0.7423725433126998,0.6958583591298925
85,2.1153825975954534,0.7179115593051797,0.6576334041232864
86,2.073258928913209,0.7423849108328189,0.6190111608554919
87,2.152380578054322,0.7428321664939479,0.6480682318409284
88,2.1299074810412195,0.7052728418943136,0.6475611988041136
89,2.1044983049233754,0.7180080770133321,0.6231416863492794
90,2.0588262959486907,0.698714280824869,0.6044942413560218
91,2.097772060500251,0.742106150460394,0.5958970872064432
92,2.047353906101651,0.695874537292467,0.5875997140589687
93,1.9977370543612374,0.6781628094497136,0.5675588106840022
94,1.9571124268902673,0.6603625092100831,0.5518084754339523
95,1.971736055571172,0.6122812826710793,0.5724020186087324
96,1.9530537919037871,0.6168526171379198,0.5567505026546617
97,2.0269287632364366,0.6333172903616084,0.5746851260670357
98,1.9379834920995764,0.6189033686067786,0.5384000398218631
99,2.0111454212417206,0.5849568208116567,0.5762378136834336
100,1.9562721957349114,0.5936990185383634,0.5450292749537362
101,2.4001364348663223,0.7852135749139254,0.6395734150066144
102,2.446514585448636,0.7452271414713727,0.6671715613454581
103,2.361656321502394,0.739730171939502,0.6298742513482769
104,2.411688696593046,0.7082029528349166,0.6551868493254814
105,2.3297915626317263,0.7116824098519929,0.616422562694384
106,2.4766340173780916,0.7473464513313552,0.6525613802381688
107,2.6193393050796456,0.7227587258740742,0.7090020508401924
108,2.321123988678058,0.7170795435254048,0.5940905113601023
109,2.40333308900396,0.689761037765897,0.6288337600520916
110,2.3033858684202033,0.7141138288658112,0.5779170904308557
111,2.4560757187919484,0.7251113911191674,0.6237709227380239
112,2.3862974686341154,0.7023261786258647,0.6014183159503672
113,2.3377627892212733,0.7142006173145394,0.5747122768105732
114,2.327680223642124,0.698355424930762,0.5716929171855251
115,2.4318721866442097,0.7245738076414757,0.5938429275734557
116,2.382097512897518,0.7279109941438138,0.5704091603557269
117,2.4495676948792404,0.6543893313728808,0.6137362176862856
118,2.1513380735284753,0.6509251464805048,0.5086145744348566
119,2.40528753557139,0.6914244518176322,0.5760884103468723
120,2.2156690436104935,0.6552079564154458,0.5201536746902599
121,2.206120425628291,0.6473350466901644,0.5153009364484913
122,2.306781353884273,0.6791318615665659,0.533655558195379
123,2.3295541198717222,0.6443408110605863,0.548036840909885
124,2.316060735616419,0.6406967594689276,0.5404399882691602
125,2.309364997678333,0.61316171248901,0.5427850511649417
126,2.2621991636852425,0.5892987685985644,0.5310794974237474
127,2.358327258192003,0.6309105949699491,0.5440682479180395
128,2.1323143834041223,0.5577678607914196,0.49204579912539986
129,2.2204040886627303,0.6132319421220194,0.4983479670766327
130,2.400301124983364,0.6510552942034564,0.5382295047967798
131,2.190178434881899,0.6123150694489595,0.48179036411974163
132,2.128443319350481,0.5933692820285715,0.46517393426555725
133,2.0218207200368243,0.5764365878101874,0.4347019809298217
134,2.1702246021065448,0.5784073457199055,0.47516931772439014
135,2.0165727369901205,0.5549561624760303,0.4330715692317527
136,2.069262114043037,0.5693187809187081,0.4411597994984024
137,1.9255155025257005,0.5421878740234761,0.40389127703383565
